product_ID,sentence_ID,review_ID,cleaned_sentence,aspect_span,opinion_span,cleaned_opinion_span,sentiment,category
45199851,0,0,와우 팔부분 이것 머에여..?,팔부분,0,이것 머에여 . . ?,NEU,팔
45199851,0,0,예뻐요 진짜!!,예뻐요,0,진짜 ! !,POS,예뻐요
45199851,0,0,포즈는 대충 뭐.. 따라해봤는데 어색 그 자체지만 예쁘게 봐주세용~~,포즈는,0,예쁘게 봐주세용 ~ ~,POS,포즈
45199851,0,0,진짜 진짜 뒷태도 너무 예쁘고요 흠 잡을 때까 없어요 허리 조절도 가능하고,뒷태도,0,너무 예쁘고요,POS,뒷태
45199851,0,0,팔뚝 부분도 쨍쨍해서 잘 늘어납니다,팔뚝 부분도,0,[UNK] 잘 늘어납니다,NEG,팔
45199851,0,0,팔뚝 부분도 쨍쨍해서 잘 늘어납니다,팔뚝 부분도,0,잘 늘어납니다,NEG,팔
45199851,0,0,끈 다 묶고 그러면 이뻐용,끈,0,다 묶고,NEU,끈
45199851,0,0,끈 다 묶고 그러면 이뻐용,끈,0,이뻐용,POS,끈
45199851,0,0,하지만 제 팔이 이쁘면 더 좋겟네요,팔이,0,이쁘면 더 좋겟네요,POS,팔
45199851,0,0,하지만 제 팔이 이쁘면 더 좋겟네요,팔이,0,더 좋겟네요,POS,팔
45199851,0,0,하지만 제 팔이 이쁘면 더 좋겟네요,팔이,0,좋겟네요,POS,팔
45199851,0,0,실밥이.. 정리가 하나도 안돼서,실밥이 . . 정리가,0,하나도 안돼서,NEG,실밥
45199851,0,0,뭔가 핏이 애매한것같기도 하고 그러네여,핏이,0,애매한것같기도 하고,NEG,핏
45199851,0,0,근데 허리끈 넘 길긴하돠,허리끈,0,넘 [UNK],POS,허리
45199851,0,0,배송은 좀 느렸는데 옷은 이뻐요 ~,배송은,0,좀 느렸는데,NEU,배송
45199851,0,0,배송은 좀 느렸는데 옷은 이뻐요 ~,옷은,0,이뻐요 ~,POS,옷
45199851,0,0,그래도 허리는 잘 잡아줍니다 !! 여름에 잘 입을거 같아용,허리는,0,잘 잡아줍니다 ! !,POS,허리
45199851,0,0,사진이랑 똑같고 겨드랑이가 너무 보여서 팔 들 때 살짝 신경쓰이긴 해요,사진이랑,0,똑같고,NEU,사진
45199851,0,0,디자인도 예쁘고 여름에 잘입을수있을거같아요,디자인도,0,예쁘고,POS,디자인
45199851,0,0,크롭도 아니라 더 조앗어요 굿뜨 !!,크롭도,0,굿뜨 ! !,POS,크롭
45199851,0,0,우선 배송이 굉장히 늦었습니다,배송이,0,굉장히 늦었습니다,NEG,배송
45199851,0,0,그리고 퀄리티는 나쁘지 않은 거 같아요,퀄리티는,0,나쁘지 않은 거 같아요,NEU,퀄리티
45199851,0,0,근데 옷이 쩜 뻣뻣,옷이,0,쩜 뻣뻣,NEG,옷
45199851,0,0,목에 끈 안조이면 어깨 둥 떠서 웃겨용,끈,0,안조이면 어깨 둥 떠서 웃겨용,POS,끈
45199851,0,0,목에 끈 안조이면 어깨 둥 떠서 웃겨용,목에 끈,0,어깨 둥 떠서 웃겨용,POS,끈
45199851,0,0,목에 끈 안조이면 어깨 둥 떠서 웃겨용,끈,0,어깨 둥 떠서 웃겨용,POS,끈
45199851,0,0,늦게 열어봐서 반품하기도 애매해서 그냥 입겠지만 다신 여기서 안시킬듯요,반품하기도,0,애매해서,NEU,반품
45199851,0,0,제가 팔이 얇아서 그런지 어깨뽕이 너무 드러나네용..,어깨뽕이,0,너무 드러나네용 . .,NEG,어깨 뽕
45199851,0,0,"어깨쪽을 잘 잡으면 예뻐서 바느질해서 입어야할 거 같아요,,",어깨쪽을,0,잘 잡으면 예뻐서,POS,어깨 쪽
45199851,0,0,"어깨쪽을 잘 잡으면 예뻐서 바느질해서 입어야할 거 같아요,,",바느질,0,잘 잡으면 예뻐서,POS,바느질
45199851,0,0,배송은 보름 걸렸어요,배송은,0,보름 걸렸어요,NEG,배송
